review	aspect	sentiment
melihat matahari terbenam yang indah bagai lukisan dan wallpaper, benar-benar saya jumpai di bukit pura  langit yang ungu - jingga sungguh indah dipandang, dihibur oleh teman - teman primata makin menyegarkan pikiran. indah sekali. [SEP] tumpukan tanah yang lebih tinggi daripada tempat sekelilingnya, lebih rendah daripada gunung [SEP] suku bangsa yang mendiami sebagian wilayah pedalaman Provinsi Kalimantan Selatan [SEP] bahasa yang dituturkan oleh suku Bukit	bukit	1
melihat matahari terbenam yang indah bagai lukisan dan wallpaper, benar-benar saya jumpai di bukit pura  langit yang ungu - jingga sungguh indah dipandang, dihibur oleh teman - teman primata makin menyegarkan pikiran. indah sekali. [SEP] ruang luas yang terbentang di atas bumi, tempat terlihatnya bulan, bintang, matahari, dan planet yang lain	langit	1
melihat matahari terbenam yang indah bagai lukisan dan wallpaper, benar-benar saya jumpai di bukit pura  langit yang ungu - jingga sungguh indah dipandang, dihibur oleh teman - teman primata makin menyegarkan pikiran. indah sekali. [SEP] mamalia yang memiliki otak relatif besar dan penglihatan stereoskopis, meliputi kera, monyet, dan manusia	primata	1
bagus untuk foto  berkunjung di pagi dan sore akan sangat bagus pemandangannya. tidak jauh dari pusat kota  udara sejuk dan banyak burung-burung [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
bagus untuk foto  berkunjung di pagi dan sore akan sangat bagus pemandangannya. tidak jauh dari pusat kota  udara sejuk dan banyak burung-burung [SEP] daerah permukiman yang terdiri atas bangunan rumah yang merupakan kesatuan tempat tinggal dari berbagai lapisan masyarakat [SEP] daerah pemusatan penduduk dengan kepadatan tinggi serta fasilitas modern dan sebagian besar penduduknya bekerja di luar pertanian [SEP] dinding (tembok) yang mengelilingi tempat pertahanan [SEP] cari: mengotakan	kota	0
bagus untuk foto  berkunjung di pagi dan sore akan sangat bagus pemandangannya. tidak jauh dari pusat kota  udara sejuk dan banyak burung-burung [SEP] campuran berbagai gas yang tidak berwarna dan tidak berbau (seperti oksigen dan nitrogen) yang memenuhi ruang di atas bumi seperti yang kita hirup apabila kita bernapas [SEP] ruang di atas bumi yang berisi hawa [SEP] keadaan hawa (cuaca, hari) [SEP] segala sesuatu yang berhubungan dengan penerbangan [SEP] suasana [SEP] udara yang tidak berawan dan tidak berkabut [SEP] udara yang bebas dari partikel padat atau cair yang dapat menyebabkan terhalangnya pandangan mendatar	udara	1
bagus untuk foto  berkunjung di pagi dan sore akan sangat bagus pemandangannya. tidak jauh dari pusat kota  udara sejuk dan banyak burung-burung [SEP] binatang berkaki dua, bersayap dan berbulu, biasanya dapat terbang [SEP] sebutan jenis unggas (biasanya yang dapat terbang) [SEP] kemaluan laki-laki	burung	0
taman ini sangat menyenangkan untuk dilakukan dengan sekelompok teman. semuanya sangat bersih dan terawat dengan baik dan perjalanan seperti di tempat lain. [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	1
taman ini sangat menyenangkan untuk dilakukan dengan sekelompok teman. semuanya sangat bersih dan terawat dengan baik dan perjalanan seperti di tempat lain. [SEP] perihal (cara, gerakan, dan sebagainya) berjalan [SEP] kepergian (perihal bepergian) dari suatu tempat ke tempat yang lain [SEP] jarak (jauh) yang dicapai dengan berjalan dalam waktu yang tertentu [SEP] perbuatan	perjalanan	1
taman ini sangat menyenangkan untuk dilakukan dengan sekelompok teman. semuanya sangat bersih dan terawat dengan baik dan perjalanan seperti di tempat lain. [SEP] segala [SEP] sekaliannya [SEP] belaka [SEP] segenap	semua	1
banyak wisatawan tapi masih sangat tenang. pergi di dalam air. bersikap sopan. di sebelah istana yang sangat modern mencari. [SEP] rumah kediaman resmi raja (kepala negara, presiden) dan keluarganya	istana	1
pertama kali ke sini,saya sangat suka dengan keindahannya. pemandangannya sangat menakjubkan apalagi menjelang petang dan terlihat matahari terbenam  sangat rekomendasi. [SEP] tempat ini [SEP] kemari [SEP] saya	sini	1
pertama kali ke sini,saya sangat suka dengan keindahannya. pemandangannya sangat menakjubkan apalagi menjelang petang dan terlihat matahari terbenam  sangat rekomendasi. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
pertama kali ke sini,saya sangat suka dengan keindahannya. pemandangannya sangat menakjubkan apalagi menjelang petang dan terlihat matahari terbenam  sangat rekomendasi. [SEP] matahari masuk	matahari terbenam	1
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	0
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] nama tarian Bali (yang dilakukan oleh puluhan orang laki-laki, menggambarkan pasukan kera pengikut Rama)	kecak	0
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] jenis tari	tarian	1
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] nama tarian Bali (yang dilakukan oleh puluhan orang laki-laki, menggambarkan pasukan kera pengikut Rama)	kecak	1
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] sesuatu yang dipertunjukkan [SEP] pameran (barang-barang)	pertunjukan	1
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] nama tarian Bali (yang dilakukan oleh puluhan orang laki-laki, menggambarkan pasukan kera pengikut Rama)	kecak	0
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	0
pertama kalinya saya ke pura  sedikit cerita tentang perjalanan. kalau kalian stay daerah kuta/seminyak kelurahan kurang lebih perjalanan 1 jam dengan menggunakan motor dan kalau kalian akan menonton kecak usahakan sudah booked tiket terlebih dahulu kebetulan waktu itu saya booked melalui traveloka karena kalau ots bisa jadi gak kebagian tiket  kecak di mulai pukul 6 pm dan lokasinya berada di dalam pura jadi kalian harus beli tiket terlebih dahulu. keseluruhan sangat menikmati pertunjukan kecak and tarian  [SEP] karcis kapal, pesawat terbang, dan sebagainya	tiket	-1
pantainya bagus dan menyenangkan untuk dibuat bersantai. tetapi pantai ini masih banyak sampah berserakan, mungkin perlu penambahan tempat sampah agar wisatawan lebih tergerak hatinya untuk membuang sampah di tempatnya [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
pantainya bagus dan menyenangkan untuk dibuat bersantai. tetapi pantai ini masih banyak sampah berserakan, mungkin perlu penambahan tempat sampah agar wisatawan lebih tergerak hatinya untuk membuang sampah di tempatnya [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	-1
terletak di kecamatan 2 jam perjalanan dari denpasar.dengan udara yang dingin dengan kabut membuat pengalaman yang membuat balik ke sini lagi.pas untuk meliat sunrise [SEP] daerah bagian kabupaten (kota) yang membawahkan beberapa desa atau kelurahan, dikepalai oleh seorang camat [SEP] bagian pemerintahan daerah yang dikepalai seorang camat [SEP] kantor camat	kecamatan	0
terletak di kecamatan 2 jam perjalanan dari denpasar.dengan udara yang dingin dengan kabut membuat pengalaman yang membuat balik ke sini lagi.pas untuk meliat sunrise [SEP] yang pernah dialami (dirasai, dijalani, ditanggung, dan sebagainya)	pengalaman	1
terletak di kecamatan 2 jam perjalanan dari denpasar.dengan udara yang dingin dengan kabut membuat pengalaman yang membuat balik ke sini lagi.pas untuk meliat sunrise [SEP] matahari hidup	matahari terbit	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] bangunan berkamar banyak yang disewakan sebagai tempat untuk menginap dan tempat makan orang yang sedang dalam perjalanan	hotel	0
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] butir-butir batu yang halus [SEP] lapisan tanah atau timbunan kersik halus [SEP] berbutir-butir sebagai pasir [SEP] laut	pasir	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] cairan jernih tidak berwarna, tidak berasa, dan tidak berbau yang diperlukan dalam kehidupan manusia, hewan, dan tumbuhan yang secara kimiawi mengandung hidrogen dan oksigen [SEP] benda cair yang biasa terdapat di sumur, sungai, danau yang mendidih pada suhu 100˚C [SEP] ronde pada pertandingan adu ayam, berdurasi lima belas menit, diawali dengan penyapuan air pada ketiak, leher, paha, dan dubur ayam agar suhu badan ayam tetap dingin atau stabil selama pertandingan	air	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] orang yang pekerjaannya bercocok tanam	petani	0
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] menggerakkan badan melintas (mengapung, menyelam) di air dengan menggunakan kaki, tangan, sirip, ekor, dan sebagainya	berenang	1
pantai pantai indah di depan hotel  saya sebenarnya sudah kenal ini pantai dari saya berumur sangat kecil sblm ada hotel berdiri di sana, dari dulu kala pantai ini sangat indah dengan pasir yang berwarna putih dan ada bebatuan besar dan air yang sangat jernih, biasanya ada petani di sana. pantai ini sangat asik buat berenang dan bersantai bersama keluarga silakan kunjung pantai ini [SEP] beristirahat sambil melakukan acara bebas [SEP] omong-omong tidak resmi	bersantai	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] tempat rekreasi dengan fasilitas permainan yang menggunakan air	taman air	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] tumbuhan menjalar, batangnya berair, daunnya kecil berwarna hijau kecokelatan, biasa dimakan sebagai lalap [SEP] cari: tergelang-gelang [SEP] barang yang berbentuk lingkaran atau cincin besar [SEP] perhiasan (dari emas, perak, dan sebagainya) berbentuk lingkaran yang dipakai di lengan atau di kaki [SEP] sisa cadar dalam yang melingkari tangkai cendawan tertentu, tudungnya mekar [SEP] benda yang dipakai untuk menentukan sah atau tidaknya suatu stik pemain (tentang hoki) [SEP] ikan laut (banyak macamnya)	gelang	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan	tempat	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] olahraga di atas es dengan cara berjalan atau meluncur dengan menggunakan sepatu berpisau di bagian bawahnya [SEP] peralatan mekanik yang terdiri atas roda besi untuk menaikkan dan menurunkan aktor dan skeneri dari panggung	seluncur	-1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] olahraga di atas es dengan cara berjalan atau meluncur dengan menggunakan sepatu berpisau di bagian bawahnya [SEP] peralatan mekanik yang terdiri atas roda besi untuk menaikkan dan menurunkan aktor dan skeneri dari panggung	seluncur	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	-1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	1
aku punya hari besar keluar dengan teman untuk taman air  mencintai bagaimana anda semuanya dilakukan oleh gelang sehingga anda tidak perlu membawa uang. meskipun taman sibuk kita hampir tidak harus menunggu untuk apa pun dan digunakan untuk menjadi wahana jalan dan seluruh tempat itu sangat bersih, dan saya yakin anda akan baik-baik saja untuk berjalan bertelanjang kaki. yang paling menakutkan seluncur yang pernah saya di tapi juga paling menyenangkan! [SEP] kendaraan [SEP] alat atau sarana untuk mencapai suatu tujuan [SEP] tafsir mimpi [SEP] anak yang terlahir di tengah perjamuan atau perhelatan	wahana	1
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan	tempat	1
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] memarkir	parkir	-1
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	-1
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] letak [SEP] tempat	lokasi	1
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] daerah permukiman yang terdiri atas bangunan rumah yang merupakan kesatuan tempat tinggal dari berbagai lapisan masyarakat [SEP] daerah pemusatan penduduk dengan kepadatan tinggi serta fasilitas modern dan sebagian besar penduduknya bekerja di luar pertanian [SEP] dinding (tembok) yang mengelilingi tempat pertahanan [SEP] cari: mengotakan	kota	0
saya sudah 2x berkunjung ke tempat ini beberapa tahun yang lalu. sebenarnya tempatnya menarik dan indah, yang jadi kendala adalah kesulitan untuk parkir  ramai dan macet,. jadi saya kurang puas menikmati pemandangan sana.. lokasi strategis karena searah dari kota ke kecamatan  saya rasa masih banyak tempat lain yang lbh indah pemandangannya, tapi kurang di ekspolre. [SEP] daerah bagian kabupaten (kota) yang membawahkan beberapa desa atau kelurahan, dikepalai oleh seorang camat [SEP] bagian pemerintahan daerah yang dikepalai seorang camat [SEP] kantor camat	kecamatan	0
sambil menunggu matahari terbenam tiba dengan disuguhi kecak khas bali cmn bayar 100ribu untuk tiket per person sangat beutiful pemandangannya [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
sambil menunggu matahari terbenam tiba dengan disuguhi kecak khas bali cmn bayar 100ribu untuk tiket per person sangat beutiful pemandangannya [SEP] matahari masuk	matahari terbenam	0
sambil menunggu matahari terbenam tiba dengan disuguhi kecak khas bali cmn bayar 100ribu untuk tiket per person sangat beutiful pemandangannya [SEP] nama tarian Bali (yang dilakukan oleh puluhan orang laki-laki, menggambarkan pasukan kera pengikut Rama)	kecak	1
sambil menunggu matahari terbenam tiba dengan disuguhi kecak khas bali cmn bayar 100ribu untuk tiket per person sangat beutiful pemandangannya [SEP] karcis kapal, pesawat terbang, dan sebagainya	tiket	1
aku mencintai hari kami di sini! banyak keluarga muda tetapi banyak menyenangkan untuk semua orang yang lain juga! anda dapat menyewa loker sehingga anda tidak perlu khawatir tentang barang anda sementara keluar di terbaik. mereka memiliki tempat baru setiap kali aku pergi! [SEP] waktu dari pagi sampai pagi lagi (yaitu satu edaran bumi pada sumbunya, 24 jam) [SEP] waktu selama matahari menerangi tempat kita (dari matahari terbit sampai matahari terbenam) [SEP] keadaan (udara, alam, dan sebagainya) yang terjadi dalam waktu 24 jam [SEP] waktu selama jam kerja berlangsung [SEP] waktu atau masa (yang lampau, yang akan datang, dan sebagainya)	hari	1
